,obsday,time_recorded,elrange,azrange
858,20240919,2024-09-20 05:41:20Z,"[None, None]","[-190.0, 50.0]"
859,20240919,2024-09-20 08:53:03Z,"[None, None]","[None, None]"
860,20240920,2024-09-20 19:09:26Z,"[None, None]","[None, None]"
861,20240920,2024-09-21 05:31:02Z,"[None, None]","[None, None]"
862,20240920,2024-09-21 05:38:59Z,"[None, None]","[-210.0, -30.0]"
863,20240920,2024-09-21 06:17:19Z,"[None, None]","[None, None]"
864,20240921,2024-09-21 19:08:05Z,"[None, None]","[None, None]"
865,20240921,2024-09-22 05:31:40Z,"[None, None]","[None, None]"
866,20240921,2024-09-22 08:44:36Z,"[None, None]","[None, None]"
867,20241014,2024-10-14 18:37:54Z,"[None, None]","[None, None]"
868,20241014,2024-10-15 05:47:23Z,"[None, None]","[None, None]"
869,20241014,2024-10-15 08:14:40Z,"[None, None]","[180.0, 360.0]"
870,20241014,2024-10-15 08:17:44Z,"[None, None]","[-180.0, 90.0]"
871,20241015,2024-10-15 18:37:54Z,"[None, None]","[None, None]"
872,20241015,2024-10-16 05:47:23Z,"[None, None]","[None, None]"
873,20241015,2024-10-16 09:50:39Z,"[None, None]","[-180.0, 90.0]"
874,20241017,2024-10-17 18:35:41Z,"[None, None]","[None, None]"
876,20241017,2024-10-18 03:17:55Z,"[None, None]","[-135.0, 135.0]"
877,20241017,2024-10-18 03:18:01Z,"[None, None]","[-135.0, 135.0]"
878,20241017,2024-10-18 04:02:22Z,"[None, None]","[None, None]"
879,20241017,2024-10-18 04:40:44Z,"[None, None]","[-180.0, 90.0]"
875,20241017,2024-10-18 05:48:46Z,"[None, None]","[None, None]"
880,20241027,2024-10-27 18:25:38Z,"[None, None]","[None, None]"
881,20241027,2024-10-28 05:55:56Z,"[None, None]","[None, None]"
882,20241027,2024-10-28 06:04:25Z,"[None, None]","[-150.0, 90.0]"
883,20241027,2024-10-28 07:04:58Z,"[None, None]","[-135.0, 75.0]"
884,20241028,2024-10-28 18:24:44Z,"[None, None]","[None, None]"
886,20241028,2024-10-29 04:25:12Z,"[None, None]","[-100.0, 140.0]"
885,20241028,2024-10-29 05:56:41Z,"[None, None]","[None, None]"
887,20241028,2024-10-29 05:57:46Z,"[None, None]","[-140.0, 100.0]"
888,20241028,2024-10-29 06:39:26Z,"[None, None]","[-90.0, 90.0]"
889,20241031,2024-10-31 18:21:20Z,"[None, None]","[None, None]"
890,20241031,2024-11-01 05:59:42Z,"[None, None]","[None, None]"
891,20241031,2024-11-01 09:15:29Z,"[None, None]","[-185.0, 55.0]"
892,20241101,2024-11-01 18:21:20Z,"[None, None]","[None, None]"
894,20241101,2024-11-02 02:21:33Z,"[None, None]","[-150.0, 90.0]"
895,20241101,2024-11-02 04:20:17Z,"[None, None]","[None, None]"
893,20241101,2024-11-02 05:59:42Z,"[None, None]","[None, None]"
896,20241101,2024-11-03 06:23:36Z,"[None, None]","[-135.0, 105.0]"
897,20241103,2024-11-03 18:19:47Z,"[None, None]","[None, None]"
898,20241103,2024-11-04 06:01:15Z,"[None, None]","[None, None]"
899,20241103,2024-11-04 09:06:13Z,"[None, None]","[-30.0, 210.0]"
900,20241110,2024-11-10 18:15:03Z,"[None, None]","[None, None]"
902,20241110,2024-11-11 04:49:43Z,"[None, None]","[-135.0, 45.0]"
903,20241110,2024-11-11 04:51:12Z,"[None, None]","[None, None]"
901,20241110,2024-11-11 06:06:44Z,"[None, None]","[None, None]"
904,20241114,2024-11-14 18:12:54Z,"[None, None]","[None, None]"
906,20241114,2024-11-15 01:18:51Z,"[None, None]","[-155.0, 85.0]"
907,20241114,2024-11-15 04:08:21Z,"[None, None]","[-160.0, 50.0]"
908,20241114,2024-11-15 05:33:22Z,"[None, None]","[-135.0, 75.0]"
909,20241114,2024-11-15 05:56:41Z,"[None, None]","[-90.0, 90.0]"
905,20241114,2024-11-15 06:09:55Z,"[None, None]","[None, None]"
910,20241114,2024-11-15 08:17:17Z,"[None, None]","[-120.0, 60.0]"
911,20241115,2024-11-15 18:12:25Z,"[None, None]","[None, None]"
913,20241115,2024-11-16 05:34:22Z,"[None, None]","[-135.0, 75.0]"
912,20241115,2024-11-16 06:10:43Z,"[None, None]","[None, None]"
914,20241115,2024-11-16 09:21:51Z,"[None, None]","[None, None]"
915,20241125,2024-11-25 18:09:11Z,"[None, None]","[None, None]"
917,20241125,2024-11-26 05:34:02Z,"[None, None]","[181.0, 359.0]"
918,20241125,2024-11-26 05:45:28Z,"[None, None]","[None, None]"
916,20241125,2024-11-26 06:18:43Z,"[None, None]","[None, None]"
919,20241210,2024-12-10 18:09:35Z,"[None, None]","[None, None]"
921,20241210,2024-12-11 02:47:27Z,"[None, None]","[180.0, 140.0]"
922,20241210,2024-12-11 02:50:18Z,"[None, None]","[None, None]"
920,20241210,2024-12-11 06:29:47Z,"[None, None]","[None, None]"
923,20241212,2024-12-12 18:10:05Z,"[None, None]","[None, None]"
925,20241212,2024-12-13 00:59:20Z,"[None, None]","[190.0, 110.0]"
926,20241212,2024-12-13 01:13:05Z,"[None, None]","[210.0, 90.0]"
927,20241212,2024-12-13 02:04:25Z,"[None, None]","[230.0, 70.0]"
928,20241212,2024-12-13 02:49:19Z,"[None, None]","[240.0, 60.0]"
924,20241212,2024-12-13 06:31:05Z,"[None, None]","[None, None]"
929,20241214,2024-12-14 18:10:42Z,"[None, None]","[None, None]"
931,20241214,2024-12-15 02:39:10Z,"[None, None]","[-179.0, -1.0]"
930,20241214,2024-12-15 06:32:19Z,"[None, None]","[None, None]"
932,20241214,2024-12-15 08:17:18Z,"[None, None]","[None, None]"
